report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	off_road_description	related_non_motorist	collision_type	weather	light	traffic_control	driver_substance_abuse	non_motorist_substance_abuse	person_id	pedestrian_type	pedestrian_movement	pedestrian_actions	pedestrian_location	pedestrian_obeyed_traffic_signal	pedestrian_visibility	at_fault	injury_severity	safety_equipment	route_type	surface_condition
MCP2931005Z	220033947	Montgomery County Police	Injury Crash	2022-08-07T19:53:00.000	PARKING LOT OF 12266 ROCKVILLE PIKE	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	6B80FE70-B664-4E07-A531-9C3B09F9DB4E	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP3274001D	220033845	Montgomery County Police	Injury Crash	2022-08-06T21:31:00.000	PARKING GARAGE (1ST LEVEL) AT 5225 POOKS HILL RD	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	NONE DETECTED	A98D06DE-2973-4ED4-9911-048F65242CDA	PEDESTRIAN	OTHER	OTHER	OTHER	OTHER	MIXED CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	OTHER	UNKNOWN
MCP2745002P	220033719	Montgomery County Police	Injury Crash	2022-08-05T22:39:00.000	UNKNOWN	BICYCLIST	SAME DIR REAR END	CLEAR	DARK LIGHTS ON	NO CONTROLS	UNKNOWN	NONE DETECTED	88EBDF60-A3D0-4550-AE0D-4F440EC8E831	BICYCLIST	OTHER	OTHER	ON ROADWAY NOT AT CROSSWALK	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	DRY
MCP1564006N	220033650	Montgomery County Police	Injury Crash	2022-08-05T14:00:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	PERSON	NONE DETECTED	NONE DETECTED	AFC42064-B908-4BBE-BAE7-8A2F346B6693	PEDESTRIAN	Other Working	NO IMPROPER ACTIONS	OTHER	OTHER	REFLECTIVE MATERIAL	No	SUSPECTED MINOR INJURY	REFLECTIVE CLOTHING	Maryland (State)	DRY
MCP2456006P	220033646	Montgomery County Police	Injury Crash	2022-08-05T13:45:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	STOP SIGN	NONE DETECTED	NONE DETECTED	8C8DB942-0E25-46F6-A6EC-C34259A416DC	PEDESTRIAN	Cross/Enter at Intersection	OTHER	AT INTERSECTION BUT NO CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP2008009B	220033521	Montgomery County Police	Injury Crash	2022-08-04T17:00:00.000	UNKNOWN	OTHER CONVEYANCE	OTHER	CLOUDY	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	A6BB736D-2B38-4A19-B85F-9ACAAAA7B840	OTHER CONVEYANCE	Walking/Riding against Traffic	IN ROADWAY IMPROPERLY	SHOULDER	OTHER	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP3258002C	220033289	Montgomery County Police	Injury Crash	2022-08-03T11:20:00.000	UNKNOWN	BICYCLIST	SAME DIR REAR END	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	B9211566-2794-4748-882E-4F23DB107508	BICYCLIST	Walking/Riding w/Traffic	OTHER	ON ROADWAY NOT AT CROSSWALK	OTHER	REFLECTIVE MATERIAL	No	POSSIBLE INJURY	MC/BIKE HELMET	Maryland (State)	DRY
MCP2351004M	220033249	Montgomery County Police	Injury Crash	2022-08-03T06:44:00.000	UNKNOWN	OTHER	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	4A9BBEB9-6DD7-4477-B60C-D1CF6A131C58	OTHER	Cross/Enter at Intersection	OTHER	ON ROADWAY AT CROSSWALK	OTHER	OTHER	UNKNOWN	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP289200CN	220033164	Montgomery County Police	Injury Crash	2022-08-02T15:45:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	E59834BA-AEFD-4E2E-AA70-A175C117E119	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	LIGHT CLOTHING	No	POSSIBLE INJURY	NONE	US (State)	DRY
MCP1550003J	220033123	Montgomery County Police	Injury Crash	2022-08-02T07:00:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAWN	NO CONTROLS	NONE DETECTED	NONE DETECTED	72F32F31-6169-454E-86C9-2614E6B47963	PEDESTRIAN	Standing	NO IMPROPER ACTIONS	OTHER	OTHER	MIXED CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP1550003H	220033001	Montgomery County Police	Injury Crash	2022-08-01T12:35:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	20AC2979-5630-49BC-A885-46FEEBEC86EB	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP209400K4	220032977	Montgomery County Police	Injury Crash	2022-08-01T09:56:00.000	"PARKING LOT OF
5601 RIVER RD"	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	C9026060-C94E-4881-8D2E-E07E5FB1B83D	PEDESTRIAN	OTHER	OTHER	OTHER	OTHER	LIGHT CLOTHING	No	SUSPECTED SERIOUS INJURY	NONE	OTHER	UNKNOWN
MCP3129004V	220032884	Montgomery County Police	Injury Crash	2022-07-31T16:33:00.000	UNKNOWN	OTHER	SINGLE VEHICLE	RAINING	DAYLIGHT	NO CONTROLS	NONE DETECTED	UNKNOWN	77060B15-9755-4425-9FEB-44807F45FD4E	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	No	NO APPARENT INJURY	NONE	Maryland (State)	WET
MCP3005006Q	220032865	Montgomery County Police	Injury Crash	2022-07-31T11:50:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	682792F0-7C86-44D0-A32B-E84E5CC9B165	PEDESTRIAN	Standing	OTHER	OTHER	OTHER	MIXED CLOTHING	UNKNOWN	POSSIBLE INJURY	NONE	County	DRY
DD56510020	220032828	Rockville Police Departme	Injury Crash	2022-07-31T04:08:00.000	1001 ROCKVILLE PIKE PARKING LOT	PEDESTRIAN	OTHER	CLEAR	DARK NO LIGHTS	OTHER	UNKNOWN	NONE DETECTED	96131BBC-8439-4B9E-9AAD-EEF5456CAA0B	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	OTHER	OTHER	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP3129004T	220032808	Montgomery County Police	Injury Crash	2022-07-31T00:02:00.000	UNKNOWN	OTHER CONVEYANCE	OTHER	CLEAR	DARK LIGHTS ON	NO CONTROLS	UNKNOWN	NONE DETECTED	0019A7E9-D967-40AE-950C-00CE3D320DB5	OTHER CONVEYANCE	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	ON ROADWAY NOT AT CROSSWALK	OTHER	DARK CLOTHING	No	SUSPECTED SERIOUS INJURY	LIGHTING	Maryland (State)	DRY
MCP2107003N	220032576	Montgomery County Police	Injury Crash	2022-07-29T10:52:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLOUDY	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	6E637678-FB8B-4312-9566-E6593229CD17	PEDESTRIAN	Standing	OTHER	OTHER	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	DRY
MCP3048008D	220032556	Montgomery County Police	Injury Crash	2022-07-29T07:50:00.000	PARKING LOT MEN'S SHELTER 11600 NEBEL STREET ROCKVILLE, MD	PEDESTRIAN	OTHER	CLOUDY	DAYLIGHT	OTHER	UNKNOWN	UNKNOWN	2F4983B3-7CC6-4522-B5DD-912450F8C195	PEDESTRIAN	Standing	NO IMPROPER ACTIONS	OTHER	OTHER	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP3305001T	220032397	Montgomery County Police	Injury Crash	2022-07-28T05:07:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK LIGHTS ON	TRAFFIC SIGNAL	UNKNOWN	NONE DETECTED	697F2A4F-5458-4EA6-89E2-AABCEFB9AC4B	PEDESTRIAN	Cross/Enter at Intersection	OTHER	AT INTERSECTION MARKED CROSSWALK	OTHER	MIXED CLOTHING	No	SUSPECTED SERIOUS INJURY	NONE	Maryland (State)	DRY
MCP2556004B	220032375	Montgomery County Police	Property Damage Crash	2022-07-27T20:23:00.000	UNKNOWN	OTHER	SINGLE VEHICLE	OTHER	DUSK	NO CONTROLS	ALCOHOL PRESENT	UNKNOWN	BE558C17-7280-421C-A866-E78A6EB6C21E	OTHER	OTHER	NO IMPROPER ACTIONS	OTHER	OTHER	OTHER	No	NO APPARENT INJURY	NONE	Other Public Roadway	DRY
MCP291400CN	220032095	Montgomery County Police	Injury Crash	2022-07-25T22:15:00.000	UNKNOWN	OTHER	OTHER	CLEAR	DARK LIGHTS ON	TRAFFIC SIGNAL	UNKNOWN	UNKNOWN	BCE81ED3-041B-4F0D-B34B-0AFEA339E316	OTHER	Cross/Enter at Intersection	FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER	ON ROADWAY AT CROSSWALK	DISOBEYED PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	Maryland (State)	UNKNOWN
EJ7884004Q	220032034	Gaithersburg Police Depar	Injury Crash	2022-07-25T15:28:00.000	UNKNOWN	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	RAINING	DAYLIGHT	OTHER	UNKNOWN	UNKNOWN	BA46340F-4D64-4934-8EE1-C4D3D9AB3C29	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OTHER	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	WET
MCP3006007G	220031975	Montgomery County Police	Injury Crash	2022-07-25T09:03:00.000	12510 VEIRS MILL ROAD, ROCKVILLE, MD 20853 ON ROCKCREEK TERRACE DRIVEWAY	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	954A3E1C-32A4-42C6-89EA-4E23FD44A21A	BICYCLIST	Walking/Cycling on Sidewalk	WRONG WAY RIDING OR WALKING	SIDEWALK	OTHER	MIXED CLOTHING	Yes	POSSIBLE INJURY	MC/BIKE HELMET	OTHER	UNKNOWN
MCP2753005N	220031949	Montgomery County Police	Injury Crash	2022-07-25T05:17:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	STOP SIGN	NONE DETECTED	NONE DETECTED	08047BB8-5175-48A0-9795-220CA0357FC7	PEDESTRIAN	Standing	OTHER	AT INTERSECTION BUT NO CROSSWALK	NO PED. SIGNAL	LIGHT CLOTHING	UNKNOWN	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP2335001Q	220031928	Montgomery County Police	Injury Crash	2022-07-24T23:00:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK NO LIGHTS	NO CONTROLS	UNKNOWN	NONE DETECTED	35423570-E129-434F-8BDB-442BFEDA3082	PEDESTRIAN	Standing	OTHER	OTHER	OTHER	LIGHT CLOTHING	No	SUSPECTED SERIOUS INJURY	NONE	County	DRY
MCP2637004P	220031709	Montgomery County Police	Injury Crash	2022-07-23T11:30:00.000	UNKNOWN	BICYCLIST	OTHER	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	117DA1B4-CC69-48D3-BAB8-47A4D6DC7BE3	BICYCLIST	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	SHOULDER	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	MC/BIKE HELMET	County	DRY
MCP32570057	220031653	Montgomery County Police	Injury Crash	2022-07-22T23:00:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK LIGHTS ON	NO CONTROLS	UNKNOWN	NONE DETECTED	7851EA99-B623-43E6-AE18-7FCC52EC8334	PEDESTRIAN	Standing	NOT VISIBLE	CURB	OTHER	LIGHT CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	DRY
MCP29650061	220031212	Montgomery County Police	Injury Crash	2022-07-20T10:49:00.000	18040 GEORGIA AVE, OLNEY, MD 20832	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	C696642E-2277-456D-AEA1-544C3188E8B0	PEDESTRIAN	Walking/Cycling on Sidewalk	NO IMPROPER ACTIONS	SIDEWALK	NO PED. SIGNAL	DARK CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
DD5540001Y	220031120	Rockville Police Departme	Injury Crash	2022-07-19T18:13:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	464C88EA-3110-4436-A1BF-F25EBB35A842	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	OTHER	LIGHT CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Municipality	DRY
DD5540001X	220031080	Rockville Police Departme	Injury Crash	2022-07-19T15:55:00.000	PARKING LOT 1683 ROCKVILLE PIKE	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	AB460B3F-9A81-4456-93B8-3098A41FE8CA	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	OTHER	NO PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP3201002T	220031043	Montgomery County Police	Injury Crash	2022-07-19T12:59:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	63C886EB-FE8A-47B6-86BA-E8BEA8404C41	PEDESTRIAN	Cross/Enter at Intersection	FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER	AT INTERSECTION MARKED CROSSWALK	DISOBEYED PED. SIGNAL	LIGHT CLOTHING	Yes	POSSIBLE INJURY	NONE	Maryland (State)	DRY
MCP32060024	220031010	Montgomery County Police	Property Damage Crash	2022-07-19T10:30:00.000	UNKNOWN	OTHER	OPPOSITE DIRECTION SIDESWIPE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	UNKNOWN	9BACDBB3-CF17-43C9-8EF5-64AC863C448D	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	No	NO APPARENT INJURY	NONE	County	DRY
MCP32760027	220030521	Montgomery County Police	Injury Crash	2022-07-19T01:37:00.000	8101 FENTON ST 7/11 PARKING LOT	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	NO CONTROLS	UNKNOWN	NONE DETECTED	45106BF2-3223-4389-A7FE-158DB3351495	PEDESTRIAN	Standing	NO IMPROPER ACTIONS	OTHER	OTHER	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
EJ78950029	220030840	Gaithersburg Police Depar	Injury Crash	2022-07-18T12:35:00.000	DRIVEWAY OF 340 N SUMMIT AVENUE	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	030337C2-DE0A-4FE1-B4DA-A48891536DF9	BICYCLIST	Walking/Cycling on Sidewalk	INATTENTIVE	SIDEWALK	NO PED. SIGNAL	OTHER	Yes	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP3016003S	220030779	Montgomery County Police	Injury Crash	2022-07-18T05:54:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLOUDY	DAWN	YIELD SIGN	UNKNOWN	UNKNOWN	4FA3176B-E933-459C-AA6E-B1BA3BA5E4C6	PEDESTRIAN	OTHER	IN ROADWAY IMPROPERLY	OTHER	OTHER	DARK CLOTHING	Yes	POSSIBLE INJURY	NONE	County	DRY
EJ7851007Z	220030691	Gaithersburg Police Depar	Injury Crash	2022-07-17T14:15:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	UNKNOWN	NONE DETECTED	36DE34F1-8A18-4378-A7FC-530770DBD4D1	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	OTHER	No	SUSPECTED MINOR INJURY	NONE	Municipality	DRY
EJ78790028	220030495	Gaithersburg Police Depar	Injury Crash	2022-07-15T21:20:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	UNKNOWN	BF9E980C-2AEF-4ABA-8E87-DB7DE0633917	PEDESTRIAN	Cross/Enter not at Intersection	IN ROADWAY IMPROPERLY	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	Municipality	DRY
MCP3256001D	220030286	Montgomery County Police	Injury Crash	2022-07-15T17:12:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	FE2861D5-34A2-4FC1-80C4-3E8258A73E6C	PEDESTRIAN	Cross/Enter not at Intersection	NO IMPROPER ACTIONS	MIDBLOCK MARKED CROSSWALK	OTHER	LIGHT CLOTHING	No	SUSPECTED SERIOUS INJURY	NONE	County	DRY
MCP94320035	220030117	Montgomery County Police	Injury Crash	2022-07-13T16:20:00.000	UNKNOWN	BICYCLIST	SAME DIRECTION SIDESWIPE	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	NONE DETECTED	0CFC5438-5400-4126-9B2F-54F9FD5F2A15	BICYCLIST	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	ON ROADWAY NOT AT CROSSWALK	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	MC/BIKE HELMET	Government	DRY
MCP3174003C	220030103	Montgomery County Police	Injury Crash	2022-07-13T15:07:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	1C67924E-A164-45E9-B952-1DF78A63723A	PEDESTRIAN	Walking/Cycling on Sidewalk	NO IMPROPER ACTIONS	SIDEWALK	OTHER	OTHER	No	SUSPECTED SERIOUS INJURY	NONE	County	DRY
MCP2496003C	220030048	Montgomery County Police	Injury Crash	2022-07-13T09:58:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	B5116F54-3D31-4883-B7F7-2CCF7ED59A6D	PEDESTRIAN	Getting off/on Vehicle	OTHER	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	LIGHT CLOTHING	UNKNOWN	SUSPECTED MINOR INJURY	REFLECTIVE CLOTHING	Municipality	DRY
MCP30480089	220029908	Montgomery County Police	Injury Crash	2022-07-12T11:45:00.000	UNKNOWN	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	STOP SIGN	UNKNOWN	UNKNOWN	88A2C1EB-ACA3-4116-9801-99F92B251507	BICYCLIST	Cross/Enter at Intersection	NO IMPROPER ACTIONS	SIDEWALK	NO PED. SIGNAL	REFLECTIVE MATERIAL	No	SUSPECTED MINOR INJURY	MC/BIKE HELMET	Maryland (State)	DRY
MCP32760025	220029082	Montgomery County Police	Injury Crash	2022-07-11T20:40:00.000	8560 SECOND AVE SILVER SPRING MD PARKING GARAGE	PEDESTRIAN	OTHER	CLEAR	OTHER	NO CONTROLS	UNKNOWN	NONE DETECTED	2ED6652A-F4BD-4962-A2BA-B40C16C687FD	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	OTHER	OTHER	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP3085003B	20029820	Montgomery County Police	Injury Crash	2022-07-11T18:27:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	C9F13FD4-93FB-4124-96A8-8CDDD2159B8B	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP3085003M	220029820	Montgomery County Police	Injury Crash	2022-07-11T18:27:00.000	UNKNOWN	PEDESTRIAN	HEAD ON LEFT TURN	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	5F07B41F-D652-45E3-9B5D-F876586704CD	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP3134003J	220029813	Montgomery County Police	Injury Crash	2022-07-11T17:45:00.000	SELF STORAGE PARKING LOT 15221 DINO DRIVE BUTONSVILLE MD	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	UNKNOWN	8371B380-B6D7-4016-912F-F7BCAEDE89E3	PEDESTRIAN	Other Working	OTHER	OTHER	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP2351004L	220029712	Montgomery County Police	Injury Crash	2022-07-11T06:42:00.000	UNKNOWN	OTHER	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	UNKNOWN	NONE DETECTED	1298E7AA-B6B2-416A-B451-7583CC8AEBBC	OTHER	Cross/Enter at Intersection	OTHER	AT INTERSECTION MARKED CROSSWALK	OTHER	OTHER	UNKNOWN	SUSPECTED MINOR INJURY	MC/BIKE HELMET	County	DRY
MCP30680046	220029582	Montgomery County Police	Injury Crash	2022-07-10T10:26:00.000	UNKNOWN	BICYCLIST	OTHER	CLEAR	DAYLIGHT	OTHER	UNKNOWN	UNKNOWN	58F06212-0F48-4129-A2F9-947AE42C594F	BICYCLIST	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	SHOULDER	OTHER	LIGHT CLOTHING	Yes	SUSPECTED MINOR INJURY	MC/BIKE HELMET	County	DRY
MCP32960017	220029530	Montgomery County Police	Injury Crash	2022-07-09T21:27:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DARK -- UNKNOWN LIGHTING	TRAFFIC SIGNAL	UNKNOWN	NONE DETECTED	8701E56C-92CA-4910-B50D-5DAC61AF6ED5	PEDESTRIAN	Cross/Enter at Intersection	NOT VISIBLE	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP32000061	220029471	Montgomery County Police	Injury Crash	2022-07-09T12:24:00.000	UNKNOWN	PEDESTRIAN	OTHER	RAINING	DAYLIGHT	STOP SIGN	NONE DETECTED	NONE DETECTED	443D3B8C-0747-47D7-984F-FEE4FCD26BDD	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	WET
DM8403000R	220029453	Takoma Park Police Depart	Injury Crash	2022-07-09T10:07:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	UNKNOWN	B044C418-B2BD-47D9-96A2-B4651AEFCDBB	PEDESTRIAN	Cross/Enter not at Intersection	IN ROADWAY IMPROPERLY	OTHER	NO PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	Maryland (State)	DRY
DD55780004	220029330	Rockville Police Departme	Injury Crash	2022-07-08T15:19:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	UNKNOWN	NONE DETECTED	71A04C71-6736-4AF7-92C9-E8A68ACF1C3F	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	DRY
MCP32440021	220029316	Montgomery County Police	Injury Crash	2022-07-08T07:00:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	NONE DETECTED	1C405AF2-B12D-404E-8015-56A461344CDC	PEDESTRIAN	Walking/Riding w/Traffic	INATTENTIVE	ON ROADWAY NOT AT CROSSWALK	OTHER	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	County	DRY
EJ78580072	220028667	Gaithersburg Police Depar	Injury Crash	2022-07-05T11:35:00.000	SIDEWALK ON MUDDY BRANCH RD @ TIMBERBROOK DR	BICYCLIST	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	NONE DETECTED	920AFD2C-D12B-4A26-8FC0-58C845C0F35F	BICYCLIST	Walking/Riding w/Traffic	INATTENTIVE	SIDEWALK	OTHER	LIGHT CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP2689008N	220028763	Montgomery County Police	Injury Crash	2022-07-05T09:02:00.000	UNKNOWN	BICYCLIST	SAME DIRECTION SIDESWIPE	CLOUDY	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	E0718BFC-ECD3-433F-B090-83E469C1DE91	BICYCLIST	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	ON ROADWAY NOT AT CROSSWALK	OTHER	MIXED CLOTHING	No	SUSPECTED SERIOUS INJURY	MC/BIKE HELMET	County	DRY
MCP3199003Y	220028752	Montgomery County Police	Injury Crash	2022-07-05T07:23:00.000	UNKNOWN	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	OTHER	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	EE98A67C-A490-4549-88D0-8B7FE7C4D2EE	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP32800029	220028685	Montgomery County Police	Injury Crash	2022-07-04T14:12:00.000	UNKNOWN	BICYCLIST, OTHER	ANGLE MEETS RIGHT TURN	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	UNKNOWN	136559C1-479F-4C07-9B4F-B3F13512E6F1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	No	NO APPARENT INJURY	NONE	Maryland (State)	DRY
